pair_index,pair_file,method,num_correspondences,putative_inlier_ratio,rotation_error_deg,translation_error,success,runtime_seconds,effective_rank,regeneration_updates,regenerated_correspondences
31,pair_31.npz,sagereg_regen,2000,0.0155,0.0690101657003502,0.0089693107337026,True,0.8915212970000539,1.3759748679716484,6.0,39552.0
32,pair_32.npz,sagereg_regen,2000,0.024,0.108288994381618,0.0277945265645863,True,0.8685062999998081,1.35540779087128,5.0,34778.0
33,pair_33.npz,sagereg_regen,2000,0.0135,5.725022117975027,0.9887119819025436,False,0.7966200430000754,1.5706593731769518,6.0,23881.0
34,pair_34.npz,sagereg_regen,2000,0.006,13.91822795789157,9.975497132356162,False,0.8064689799994085,1.4255503223849593,5.0,24894.0
35,pair_35.npz,sagereg_regen,2000,0.0105,0.111914196900378,0.0138407430480453,True,0.874457486999745,1.6636520431753163,5.0,37903.0
36,pair_36.npz,sagereg_regen,2000,0.005,0.8563255272787947,10.8276047707548,False,0.8387333830000898,1.1087206770106015,6.0,26521.0
37,pair_37.npz,sagereg_regen,2000,0.01,1.752392739797488,0.976566111929792,False,0.8593310390001534,1.4835890314386866,6.0,33825.0
38,pair_38.npz,sagereg_regen,2000,0.007,0.4235684305063177,9.349614851004324,False,0.8463968989999557,1.161088166794723,5.0,29808.0
39,pair_39.npz,sagereg_regen,2000,0.0205,0.0710965271530162,0.0309520418903518,True,0.8949656899999354,1.9542091075143528,6.0,39899.0
40,pair_40.npz,sagereg_regen,2000,0.0215,0.0720493853950567,0.0087326467815574,True,0.810967313999754,1.7238070948884865,4.0,31811.0
41,pair_41.npz,sagereg_regen,2000,0.0385,0.0554163941561216,0.0230139293960599,True,0.7715931789998649,1.7125021141137935,4.0,27232.0
42,pair_42.npz,sagereg_regen,2000,0.029,0.0678866290657522,0.0293874884794567,True,0.8731739310001103,1.631529440800716,5.0,34621.0
43,pair_43.npz,sagereg_regen,2000,0.0415,0.5442652555025262,0.1528023526607964,True,0.8729341719999866,1.6026730601247423,4.0,34228.0
44,pair_44.npz,sagereg_regen,2000,0.035,0.2109386553112788,0.0649098402831658,True,0.7714379300000473,1.7076459066631795,4.0,27718.0
45,pair_45.npz,sagereg_regen,2000,0.07,0.1366537303483102,0.0157386217769252,True,0.7834402190001128,1.4629626090389625,5.0,23954.0
46,pair_46.npz,sagereg_regen,2000,0.08,0.220914258380195,0.0295977963175807,True,0.7649134699995557,1.3872433639525374,4.0,22489.0
47,pair_47.npz,sagereg_regen,2000,0.0585,0.2640511938468062,0.0124308655353854,True,0.7660265849999632,1.2933829177518086,4.0,22796.0
48,pair_48.npz,sagereg_regen,2000,0.059,0.1379952216109041,0.0246502590225806,True,0.7183097409997572,1.619599648263111,3.0,22335.0
49,pair_49.npz,sagereg_regen,2000,0.0685,0.1061274072316027,0.0255794159963428,True,0.7348029030004,1.7872717882334412,4.0,21785.0
50,pair_50.npz,sagereg_regen,2000,0.045,0.2991021029051702,0.0332944169199071,True,0.7327614669998184,1.5048883671562068,4.0,19058.0
51,pair_51.npz,sagereg_regen,2000,0.044,0.0899322677247621,0.018199043840318,True,0.7073212569998759,1.264495443393369,4.0,18103.0
52,pair_52.npz,sagereg_regen,2000,0.0725,0.1831120833662088,0.0320442465683297,True,0.6824545039999066,1.278407945853467,2.0,22025.0
53,pair_53.npz,sagereg_regen,2000,0.0745,0.1527021403812912,0.0213871002611489,True,0.7671517690000655,1.3255357604114193,6.0,21658.0
54,pair_54.npz,sagereg_regen,2000,0.06,0.2072256230284102,0.0146761357802369,True,0.7464158820002922,1.3099819501321168,5.0,18209.0
55,pair_55.npz,sagereg_regen,2000,0.07,0.1299326675704213,0.0456635993295482,True,0.752531419999741,1.3347951074780904,6.0,19384.0
56,pair_56.npz,sagereg_regen,2000,0.0995,0.2000023881199663,0.0369861791769534,True,0.7488212860002932,1.4257943807640394,3.0,22214.0
57,pair_57.npz,sagereg_regen,2000,0.0515,0.0815594777486165,0.0182932131819491,True,0.7108760979999715,1.2758700851667784,3.0,21617.0
58,pair_58.npz,sagereg_regen,2000,0.092,0.1742705173778868,0.0591207691457074,True,0.7650761539998712,1.508828524620281,5.0,22071.0
59,pair_59.npz,sagereg_regen,2000,0.0435,0.2352635210550628,0.0411312006344042,True,0.7865610600001673,1.6596820269165549,6.0,26421.0
60,pair_60.npz,sagereg_regen,2000,0.022,0.9959791759002752,0.125421887785452,True,0.8309446939997542,1.47665504578412,4.0,32964.0
61,pair_61.npz,sagereg_regen,2000,0.02,0.0385915397698377,0.0263824775607968,True,0.8251702449997538,1.9411357854860436,5.0,31265.0
62,pair_62.npz,sagereg_regen,2000,0.022,0.1486289413956993,0.0296877472110241,True,0.7922188419997838,1.3922031037316678,4.0,30382.0
63,pair_63.npz,sagereg_regen,2000,0.055,0.0313178549646236,0.0231852109119863,True,0.8667844039996453,1.5762904732236092,5.0,30272.0
64,pair_64.npz,sagereg_regen,2000,0.049,0.1411133161585115,0.0210953059043104,True,0.853492076999828,1.7670723928106815,6.0,30112.0
65,pair_65.npz,sagereg_regen,2000,0.019,0.3410557902221539,0.0744453788539786,True,0.814814775999821,1.8856950480347692,6.0,31559.0
66,pair_66.npz,sagereg_regen,2000,0.047,0.8036312104794562,0.1471365420509719,True,0.8178160880006544,1.5176132242935056,6.0,30843.0
67,pair_67.npz,sagereg_regen,2000,0.0605,0.1123165523084916,0.0471759526090818,True,0.7325001780000093,1.6759450283534651,4.0,24050.0
68,pair_68.npz,sagereg_regen,2000,0.068,0.0910628336139835,0.0294799168006682,True,0.7694604039998012,1.3626253278809537,6.0,21189.0
69,pair_69.npz,sagereg_regen,2000,0.088,0.1700852385509235,0.0208851084082456,True,0.7897714970004017,1.423646308146474,4.0,21834.0
70,pair_70.npz,sagereg_regen,2000,0.0635,0.1478570516365836,0.0097019138558287,True,0.7549375189996681,1.4236159760567988,5.0,21324.0
71,pair_71.npz,sagereg_regen,2000,0.075,0.2702943451542586,0.0366627322260126,True,0.7206051750004008,1.536049524503895,5.0,18164.0
72,pair_72.npz,sagereg_regen,1971,0.0273972602739726,0.1671203207615971,0.0453221697258009,True,0.6618540149997898,1.2393245747833166,5.0,15821.0
