pair_index,scene,source_id,target_id,method,num_correspondences,putative_inlier_ratio,rotation_error_deg,translation_error,success,runtime_seconds,mean_hops,best_hops,effective_rank,regeneration_updates,regenerated_correspondences,subsample_seconds,graph_seconds,seed_seconds,search_seconds,refinement_seconds,regeneration_seconds
468,7-scenes-redkitchen,38,35,sagereg_regen,773,0.0077619663648124,90.24276171176636,1.579744881883123,False,0.2694196250013192,1.7291666666666667,2.0,1.8949404214636716,5.0,2086.0,,,,,,
469,7-scenes-redkitchen,39,35,sagereg_regen,964,0.0134854771784232,2.7051443932305235,0.0640256552437613,True,0.3625490089980303,1.8020833333333333,2.0,1.2965211198171591,6.0,5738.0,,,,,,
470,7-scenes-redkitchen,48,35,sagereg_regen,409,0.0146699266503667,133.1542501284592,2.2852041325454837,False,0.1452680410075117,1.7291666666666667,2.0,2.086219434958652,6.0,1993.0,,,,,,
471,7-scenes-redkitchen,49,35,sagereg_regen,399,0.0200501253132832,103.38853879088268,2.857394608507127,False,0.1378850690016406,1.8229166666666667,2.0,1.8312376436387043,4.0,2344.0,,,,,,
472,7-scenes-redkitchen,50,35,sagereg_regen,367,0.0217983651226158,1.2936419218035584,0.0715221658528034,True,0.1294883169975946,1.71875,2.0,1.9701098770150052,6.0,2337.0,,,,,,
473,7-scenes-redkitchen,52,35,sagereg_regen,379,0.0237467018469656,171.47912154375078,4.206726783463306,False,0.1350900660036131,1.75,2.0,1.590941652156744,6.0,2458.0,,,,,,
474,7-scenes-redkitchen,47,36,sagereg_regen,374,0.0240641711229946,108.18806159660308,3.4402103281677903,False,0.1324993520029238,1.8020833333333333,2.0,1.595087594062989,6.0,1747.0,,,,,,
475,7-scenes-redkitchen,48,36,sagereg_regen,393,0.0305343511450381,0.0,0.0946061238568072,True,0.1487813599960645,1.7708333333333333,2.0,1.6190497481257546,6.0,3221.0,,,,,,
476,7-scenes-redkitchen,49,36,sagereg_regen,390,0.0358974358974358,0.0,0.084931050989029,True,0.1502190239989431,1.8645833333333333,2.0,1.6976181239165795,6.0,3718.0,,,,,,
477,7-scenes-redkitchen,50,36,sagereg_regen,307,0.0390879478827361,1.1869978922024722,0.0851421136624746,True,0.1190847180041601,1.7395833333333333,2.0,2.1206220089389705,6.0,2874.0,,,,,,
478,7-scenes-redkitchen,52,36,sagereg_regen,352,0.0596590909090909,1.6976485104662442,0.0745998535885542,True,0.1343494540051324,1.6875,2.0,1.4999862234634591,5.0,3336.0,,,,,,
479,7-scenes-redkitchen,47,37,sagereg_regen,347,0.0144092219020172,168.323517275909,4.279953981508874,False,0.1141892119994736,1.6354166666666667,2.0,2.002038712052524,4.0,1192.0,,,,,,
480,7-scenes-redkitchen,48,37,sagereg_regen,404,0.0346534653465346,1.1020582889688633,0.0657649157551438,True,0.1456540110011701,1.7395833333333333,2.0,1.728311490817563,6.0,2929.0,,,,,,
481,7-scenes-redkitchen,49,37,sagereg_regen,418,0.0191387559808612,173.9020894602363,3.86981064830965,False,0.1480308409954887,1.75,2.0,1.1684342593197443,6.0,2350.0,,,,,,
482,7-scenes-redkitchen,50,37,sagereg_regen,324,0.015432098765432,2.8342663514909576,0.0852485965324797,True,0.1148214360000565,1.6458333333333333,2.0,2.197690771086187,6.0,2810.0,,,,,,
483,7-scenes-redkitchen,52,37,sagereg_regen,367,0.0326975476839237,1.697921941932237,0.0669775381437319,True,0.1338228340027853,1.6666666666666667,2.0,1.6510895529025147,6.0,3176.0,,,,,,
484,7-scenes-redkitchen,49,38,sagereg_regen,388,0.0103092783505154,77.98056210018964,3.441668887681069,False,0.1240743570015183,1.7291666666666667,2.0,1.4423220037715838,6.0,822.0,,,,,,
485,7-scenes-redkitchen,52,38,sagereg_regen,327,0.0,153.91173458260894,1.000616160570226,False,0.1052484279935015,1.5729166666666667,2.0,1.2061681301056897,6.0,1233.0,,,,,,
486,7-scenes-redkitchen,53,38,sagereg_regen,589,0.0050933786078098,93.87578495961908,3.475910300205841,False,0.1996173549923696,1.7291666666666667,2.0,1.6759117887993338,4.0,1423.0,,,,,,
