pair_index,variant,rotation_error_deg,translation_error,success,runtime_seconds
400,motif_075,34.42930399878785,1.8848956866042021,False,0.16420504900452215
400,motif_225,34.42931505568362,1.8848950977780903,False,0.16515397200419102
416,base,7.239068235570946,0.13819710840452704,True,0.31446703799883835
416,seeds_48,7.239068235570946,0.13819710840452704,True,0.17619586699584033
416,seeds_72,7.239068235570946,0.13819710840452704,True,0.2429502480008523
416,seeds_120,7.239068235570946,0.13819710840452704,True,0.3928753209984279
416,neighbors_24,22.022697549308962,0.41099386225803913,False,0.2235947040026076
416,neighbors_36,26.791416663421973,0.5186152157559856,False,0.27091824499802897
416,neighbors_72,7.651072875547336,0.14496432075014323,True,0.3888031550013693
416,hypotheses_5,7.239068235570946,0.13819710840452704,True,0.3082700199956889
416,hypotheses_10,7.239068235570946,0.13819710840452704,True,0.3110212899991893
416,hypotheses_30,7.239068235570946,0.13819710840452704,True,0.31877532500220696
416,motif_0,28.935666800183494,0.5946132014857789,False,0.2896823929986567
416,motif_075,7.239060030580654,0.13819693830443303,True,0.31409559799794806
416,motif_225,7.691840453393138,0.1465870603869734,True,0.3154905690025771
432,base,50.02354453101016,0.9085794924698197,False,0.208730148995528
432,seeds_48,50.02414432340375,0.9085837520034428,False,0.10891203199571464
432,seeds_72,35.72213274517001,1.309350590083822,False,0.1551164600023185
432,seeds_120,50.02354453101016,0.9085794924698197,False,0.252693624002859
432,neighbors_24,19.055785010489448,0.4790172242648575,False,0.16251905699755298
432,neighbors_36,4.937223625468392,0.1312498416688848,True,0.1889194920004229
432,neighbors_72,167.623167739753,2.2075673534865397,False,0.22980789299617754
432,hypotheses_5,50.02354453101016,0.9085794924698197,False,0.20116104200133123
432,hypotheses_10,50.02354453101016,0.9085794924698197,False,0.20387607400334673
432,hypotheses_30,50.02354453101016,0.9085794924698197,False,0.21600157899956685
432,motif_0,4.941088023036019,0.1314519305960015,True,0.19713460499770008
432,motif_075,4.94114289464182,0.1314547948079181,True,0.207845726996311
432,motif_225,4.9411809954325845,0.13145678730044275,True,0.208389839004667
448,base,93.39839359440852,2.4997775627310865,False,0.12559837099979632
448,seeds_48,93.39839359440852,2.4997775627310865,False,0.07339611500356114
448,seeds_72,93.39839359440852,2.4997775627310865,False,0.10385874700295972
448,seeds_120,93.39839359440852,2.4997775627310865,False,0.1475210650023655
448,neighbors_24,93.39795022742659,2.499764909722118,False,0.10925726300047245
448,neighbors_36,93.39862370229339,2.4997845889814196,False,0.11889271599648055
448,neighbors_72,93.39785388049069,2.4997620612524925,False,0.1275115390017163
448,hypotheses_5,93.39839359440852,2.4997775627310865,False,0.12017657699470874
448,hypotheses_10,93.39839359440852,2.4997775627310865,False,0.12200792400108185
448,hypotheses_30,93.39839359440852,2.4997775627310865,False,0.12835147800069535
448,motif_0,161.7885881214505,3.119012011692849,False,0.11948978999862447
448,motif_075,93.39786363988296,2.4997622686764847,False,0.12406375700084027
448,motif_225,93.39800854362412,2.4997666652258723,False,0.1249822870013304
464,base,147.46006631751587,3.7433636823595258,False,0.1892135199959739
464,seeds_48,6.158039685899708,0.1811388851916533,True,0.09937026999978116
464,seeds_72,6.158039685899708,0.1811388851916533,True,0.1414652390012634
464,seeds_120,147.46006631751587,3.7433636823595258,False,0.22764965800161008
464,neighbors_24,69.88102195032583,1.0638041765267323,False,0.1538443610043032
464,neighbors_36,6.156975708728909,0.18109584026592082,True,0.1763640100034536
